Isolate ID,MLST,Count
BWH_1082_E_col_1,ST963,3
BWH_1300_E_col_1,ST963,3
BWH_997_E_col_1,ST963,3
VUTI377,ST969,1
MRSN825304,ST998,6
NA608,ST998,6
NA611,ST998,6
SMG013U,ST998,6
VUTI224,ST998,6
VUTI300,ST998,6
12693,Unknown,34
26EC,Unknown,34
A1.S1.126,Unknown,34
ATCC_700415,Unknown,34
B51,Unknown,34
BWH_139_E_col_1,Unknown,34
BWH_1858_E_col,Unknown,34
BWH_1889_E_col,Unknown,34
BWH_1903_E_col,Unknown,34
BWH_205_E_col_1,Unknown,34
BWH_218_E_col_1,Unknown,34
BWH_998_E_col_1,Unknown,34
CMZE043,Unknown,34
CMZE071,Unknown,34
CMZE093,Unknown,34
CMZE119,Unknown,34
D1,Unknown,34
EC1390,Unknown,34
GHA_BE_NMIMRSEQ_2021_1,Unknown,34
H38,Unknown,34
MSHS_133,Unknown,34
PAT23-2_1,Unknown,34
PNUECU28,Unknown,34
PNUECU56,Unknown,34
PNUECU61,Unknown,34
PNUECU70,Unknown,34
RECU206,Unknown,34
UPEC_ECZMYU21,Unknown,34
VUTI134,Unknown,34
VUTI180,Unknown,34
VUTI202,Unknown,34
VUTI202_1,Unknown,34
VUTI215,Unknown,34
VUTI404,Unknown,34
